Date,Time,X,Y,Z
12-13-2017,12:07:10,-5.55644559860229,6.74437522888184,4.32540559768677
12-13-2017,12:07:10,-4.27271509170532,4.56490755081177,7.35271024703979
12-13-2017,12:07:10,-3.11831545829773,4.82356977462769,7.99936580657959
12-13-2017,12:07:11,-4.56490755081177,4.63196802139282,7.3670802116394
12-13-2017,12:07:12,-5.18761253356934,6.60067415237427,5.24509286880493
12-13-2017,12:07:13,-6.13604021072388,5.63308620452881,4.85710000991821
12-13-2017,12:07:15,-6.74437522888184,6.25100135803223,3.27159690856934
12-13-2017,12:07:15,-3.87514185905457,1.68609380722046,9.06754398345947
12-13-2017,12:07:16,-4.74692869186401,4.89542007446289,7.47246122360229
12-13-2017,12:07:17,-4.64633798599243,6.26058149337769,6.18873071670532
12-13-2017,12:07:18,-6.19831085205078,6.27495145797729,5.29778337478638
12-13-2017,12:07:20,-6.14562034606934,6.32285165786743,4.4212064743042
12-13-2017,12:07:21,-3.78892111778259,3.36260747909546,9.13939476013184
12-13-2017,12:07:21,-3.17100596427917,4.28229522705078,8.00415515899658
12-13-2017,12:07:22,-4.52658700942993,7.04135751724243,5.09660196304321
12-13-2017,12:07:23,-4.78524923324585,6.56235361099243,6.75874519348145
12-13-2017,12:07:25,-7.10841846466064,6.34680223464966,3.12789559364319
12-13-2017,12:08:58,-2.99377465248108,4.96248054504395,7.99457550048828
12-13-2017,12:08:59,-3.21890640258789,4.64154815673828,7.70238304138184
12-13-2017,12:09:00,-3.12310552597046,3.64521980285645,8.64123058319092
12-13-2017,12:09:01,-3.01772475242615,2.56746101379395,9.80521011352539
12-13-2017,12:09:02,-3.66917014122009,5.23551273345947,8.23886775970459
12-13-2017,12:09:03,-3.2955470085144,5.07744169235229,7.66406297683716
12-13-2017,12:09:04,-3.62605977058411,5.15408229827881,7.82692432403564
12-13-2017,12:09:05,-4.33498573303223,4.84272956848145,7.82692432403564
12-13-2017,12:09:06,-3.50630879402161,4.89063024520874,7.84129428863525
12-13-2017,12:09:07,-4.14817380905151,-2.38543963432312,8.87594318389893
12-13-2017,12:09:08,-1.19271981716156,0.570014655590057,8.55022048950195
12-13-2017,12:09:09,-2.17467784881592,4.17212438583374,8.70829105377197
12-13-2017,12:09:10,-3.05125498771667,4.66549825668335,7.04135751724243
12-13-2017,12:09:11,-4.07632350921631,4.79482936859131,7.02698755264282
12-13-2017,12:09:12,-2.95066428184509,5.36005401611328,8.63165092468262
12-13-2017,12:09:13,-5.16366243362427,3.59252953529358,7.12278842926025
12-13-2017,12:09:14,0.53648442029953,2.82133316993713,9.77647018432617
12-13-2017,12:09:15,-0.972377955913544,2.40459966659546,8.57417011260986
12-13-2017,12:09:16,-1.19271981716156,2.51956057548523,5.80552768707275
12-13-2017,12:09:17,-0.407153338193893,1.61903321743011,9.67108917236328
12-13-2017,12:09:18,-0.498164087533951,1.15918946266174,9.819580078125
12-13-2017,12:09:19,-1.05859863758087,2.35669922828674,9.25435543060303
12-13-2017,12:09:20,-4.35893583297729,3.75539088249207,8.83283233642578
12-13-2017,12:09:21,-2.41896986961365,3.37697768211365,7.97541522979736
12-13-2017,12:09:22,1.21187996864319,4.12901401519775,10.3273248672485
12-13-2017,12:10:09,-1.37953126430511,1.56634283065796,9.57528877258301
12-13-2017,12:10:10,-1.43222177028656,1.44180178642273,9.60881900787354
12-13-2017,12:10:11,-0.890947282314301,1.14002931118011,9.91059112548828
12-13-2017,12:10:12,-0.958007872104645,1.21187996864319,9.9393310546875
12-13-2017,12:10:13,-1.03943848609924,1.24541020393372,9.61360836029053
12-13-2017,12:10:14,-1.0633887052536,1.22145998477936,9.86748123168945
12-13-2017,12:10:15,-0.962797880172729,1.36037111282349,9.8004207611084
12-13-2017,12:10:16,-1.197509765625,1.45617198944092,9.79084014892578
12-13-2017,12:10:17,-0.828676819801331,1.47533214092255,9.42679691314697
12-13-2017,12:10:18,-0.799936532974243,1.39869141578674,9.55612850189209
12-13-2017,12:10:19,-0.689765632152557,1.34121096134186,9.65671920776367
12-13-2017,12:10:20,-0.795146524906158,1.37474131584167,9.58486843109131
12-13-2017,12:10:21,-0.852626979351044,1.54718267917633,9.66629886627197
12-13-2017,12:10:22,-0.680185556411743,1.45138192176819,9.50343799591064
12-13-2017,12:10:23,-0.632285177707672,1.34600102901459,9.67108917236328
12-13-2017,12:10:24,-0.795146524906158,1.43701183795929,9.68545913696289
12-13-2017,12:10:25,-1.14481937885284,0.871787130832672,10.054292678833
12-13-2017,12:10:26,-2.87402367591858,1.56634283065796,9.77167987823486
12-13-2017,12:10:27,-2.70637226104736,3.45840835571289,9.06754398345947
12-13-2017,12:10:28,-3.16142582893372,1.55197274684906,11.3284425735474
12-13-2017,12:10:29,-2.24173831939697,2.37585949897766,9.5704984664917
12-13-2017,12:10:30,-0.948427796363831,2.25131845474243,9.52738857269287
12-13-2017,12:10:31,-1.8585352897644,3.38176774978638,8.97653388977051
12-13-2017,12:10:32,-2.35669922828674,4.47389650344849,7.93230485916138
12-13-2017,12:10:33,-0.469423860311508,3.09915542602539,8.4831600189209
12-13-2017,12:10:34,-1.1543995141983,2.66805195808411,9.33578681945801
12-13-2017,12:10:35,-1.08254885673523,3.02730488777161,9.08670425415039
12-13-2017,12:10:36,-1.20708990097046,3.46319842338562,8.90947341918945
12-13-2017,12:10:37,-1.44180178642273,3.47277855873108,9.10107421875
12-13-2017,12:10:38,-1.30768072605133,3.34344744682312,9.07712459564209
12-13-2017,12:10:39,-1.31247079372406,3.25243663787842,9.13939476013184
12-13-2017,12:10:40,-1.48012208938599,2.85965347290039,9.01485347747803
12-13-2017,12:10:41,-1.82979500293732,3.21890640258789,9.14418506622314
12-13-2017,12:10:42,0.603544950485229,1.92080569267273,8.92863273620605
12-13-2017,12:10:43,-1.40348148345947,2.10282731056213,8.79930210113525
12-13-2017,12:10:44,-0.0143701173365116,3.12310552597046,8.87594318389893
12-13-2017,12:10:45,3.21890640258789,0.196391612291336,9.00527381896973
12-13-2017,12:10:46,-1.55676281452179,0.00958007853478193,9.20645523071289
12-13-2017,12:10:47,-3.58773946762085,0.579594731330872,9.13460445404053
12-13-2017,12:10:48,-5.71930694580078,0.378413110971451,10.3369045257568
12-13-2017,12:10:49,-3.54462909698486,-0.177231445908546,8.28197765350342
12-13-2017,12:10:50,-8.04247570037842,0.862207055091858,4.65112829208374
12-13-2017,12:10:51,-7.98020553588867,-0.32572266459465,1.86811530590057
12-13-2017,12:10:52,-5.3313136100769,0.522114276885986,7.06051778793335
12-13-2017,12:10:53,-2.30400896072388,6.22705125808716,4.99601078033447
12-13-2017,12:10:54,-1.38432133197784,1.92559576034546,9.2112455368042
12-13-2017,12:10:55,1.94954597949982,-0.431103527545929,8.05684566497803
12-13-2017,12:10:56,2.16988778114319,-1.72441411018372,9.83395099639893
12-13-2017,12:10:57,0.799936532974243,1.68609380722046,9.38847732543945
12-13-2017,12:10:58,0.483793973922729,2.60099124908447,8.40651893615723
12-13-2017,12:10:59,0.229921877384186,2.6057813167572,9.580078125
12-13-2017,12:11:00,0.459843754768372,2.01181650161743,9.4411678314209
12-13-2017,12:11:01,0.158071294426918,2.46208024024963,9.62318897247314
12-13-2017,12:11:02,-0.89573734998703,2.71116232872009,8.49752998352051
12-13-2017,12:11:03,0.306562513113022,2.10282731056213,9.72856998443604
12-13-2017,12:11:04,0.613125026226044,2.62973165512085,9.52259826660156
12-13-2017,12:11:05,0.919687509536743,1.39869141578674,10.6769971847534
12-13-2017,12:11:06,-2.14593768119812,1.76273441314697,8.91426277160645
12-13-2017,12:11:07,-1.23583018779755,2.3375391960144,8.96695327758789
12-13-2017,12:11:08,-0.771196305751801,2.6057813167572,9.44595718383789
12-13-2017,12:11:09,-0.761616230010986,2.71116232872009,9.36931705474854
12-13-2017,12:11:10,-0.89573734998703,2.91234397888184,9.43158721923828
12-13-2017,12:11:11,-1.68609380722046,2.73032236099243,9.01006412506104
12-13-2017,12:11:12,-1.98786628246307,3.67875003814697,9.03880405426025
12-13-2017,12:11:13,0.967587947845459,2.88839364051819,9.65671920776367
12-13-2017,12:11:14,0.392783224582672,1.58071291446686,9.39326667785645
12-13-2017,12:11:15,-0.0814306661486626,1.37953126430511,9.53217792510986
12-13-2017,12:11:16,-4.30624532699585,0.732876002788544,8.46878910064697
12-13-2017,12:11:17,-2.8452832698822,5.63308620452881,7.8460841178894
12-13-2017,12:11:18,-1.49928224086761,4.88583993911743,8.75619220733643
12-13-2017,12:11:19,-0.843046903610229,3.02730488777161,9.55133819580078
12-13-2017,12:11:20,1.02027833461761,-0.958007872104645,10.38001537323
12-13-2017,12:11:21,-3.03688478469849,-1.25020027160645,8.1334867477417
12-13-2017,12:11:22,-3.76976084709167,3.57336926460266,9.00527381896973
12-13-2017,12:11:23,-3.87993168830872,4.61759805679321,6.66294479370117
12-13-2017,12:11:26,-5.08223152160645,4.44036626815796,7.12278842926025
12-13-2017,12:11:26,-3.83203148841858,3.66438007354736,8.19096755981445
